Decade	Year	Commodity	EndUse	Category	Item	Unit	PublishValue
2000's	2008	Pumpkin	All uses	Season Average Price	Current Dollars	$/cwt	12.9
2000's	2008	Pumpkin	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	13.68
2000's	2008	Radishes	All uses	Supply	Production	Million pounds	130.7
2000's	2008	Radishes	All uses	Supply	Imports	Million pounds	45.5
2000's	2008	Radishes	All uses	Supply	Total Supply	Million pounds	176.2
2000's	2008	Radishes	All uses	Availability	Exports	Million pounds	20.7
2000's	2008	Radishes	All uses	Availability	Domestic Availability	Million pounds	155.5
2000's	2008	Radishes	All uses	Availability	Per Capita Availability	Pounds	0.51
2000's	2008	Radishes	All uses	Season Average Price	Current Dollars	$/cwt	17.71
2000's	2008	Radishes	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	18.78
2000's	2008	Red Kidney Beans	Dry	Supply	Production	Million pounds	201.5
2000's	2008	Red Kidney Beans	Dry	Supply	Imports	Million pounds	37
2000's	2008	Red Kidney Beans	Dry	Supply	Beginning Stocks	Million pounds	52.3
2000's	2008	Red Kidney Beans	Dry	Supply	Total Supply	Million pounds	290.8
2000's	2008	Red Kidney Beans	Dry	Availability	Exports	Million pounds	38.9
2000's	2008	Red Kidney Beans	Dry	Availability	Ending Stocks	Million pounds	46.5
2000's	2008	Red Kidney Beans	Dry	Availability	Seed Use	Million pounds	6.4
2000's	2008	Red Kidney Beans	Dry	Availability	Domestic Availability	Million pounds	199
2000's	2008	Red Kidney Beans	Dry	Availability	Per Capita Availability	Pounds	0.65
2000's	2008	Red Kidney Beans	Dry	Season Average Price	Current Dollars	$/cwt	57.67
2000's	2008	Red Kidney Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	61.16
2000's	2008	Small Red Beans	Dry	Supply	Production	Million pounds	81.6
2000's	2008	Small Red Beans	Dry	Supply	Imports	Million pounds	17.7
2000's	2008	Small Red Beans	Dry	Supply	Beginning Stocks	Million pounds	30.1
2000's	2008	Small Red Beans	Dry	Supply	Total Supply	Million pounds	129.4
2000's	2008	Small Red Beans	Dry	Availability	Exports	Million pounds	8.4
2000's	2008	Small Red Beans	Dry	Availability	Ending Stocks	Million pounds	43.2
2000's	2008	Small Red Beans	Dry	Availability	Seed Use	Million pounds	2
2000's	2008	Small Red Beans	Dry	Availability	Domestic Availability	Million pounds	75.8
2000's	2008	Small Red Beans	Dry	Availability	Per Capita Availability	Pounds	0.25
2000's	2008	Small Red Beans	Dry	Season Average Price	Current Dollars	$/cwt	52.71
2000's	2008	Small Red Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	55.91
2000's	2008	Small White Beans	Dry	Supply	Production	Million pounds	1
2000's	2008	Small White Beans	Dry	Supply	Imports	Million pounds	3.3
2000's	2008	Small White Beans	Dry	Supply	Beginning Stocks	Million pounds	0.6
2000's	2008	Small White Beans	Dry	Supply	Total Supply	Million pounds	4.9
2000's	2008	Small White Beans	Dry	Availability	Exports	Million pounds	2
2000's	2008	Small White Beans	Dry	Availability	Ending Stocks	Million pounds	0.5
2000's	2008	Small White Beans	Dry	Availability	Seed Use	Million pounds	0.2
2000's	2008	Small White Beans	Dry	Availability	Domestic Availability	Million pounds	2.1
2000's	2008	Small White Beans	Dry	Availability	Per Capita Availability	Pounds	0.01
2000's	2008	Small White Beans	Dry	Season Average Price	Current Dollars	$/cwt	49.56
2000's	2008	Small White Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	52.56
2000's	2008	Snap beans	Canning	Supply	Production	Million pounds	1046.1
2000's	2008	Snap beans	Canning	Supply	Imports	Million pounds	32.4
2000's	2008	Snap beans	Canning	Supply	Beginning Stocks	Million pounds	580.5
2000's	2008	Snap beans	Canning	Supply	Total Supply	Million pounds	1659
2000's	2008	Snap beans	Canning	Availability	Exports	Million pounds	15.8
2000's	2008	Snap beans	Canning	Availability	Ending Stocks	Million pounds	627.6
2000's	2008	Snap beans	Canning	Availability	Domestic Availability	Million pounds	1015.6
2000's	2008	Snap beans	Canning	Availability	Per Capita Availability	Pounds	3.33
2000's	2008	Snap beans	Canning	Season Average Price	Current Dollars	$/ton	198
2000's	2008	Snap beans	Canning	Season Average Price	Constant 2012 Dollars	$/ton	210
2000's	2008	Snap beans	Freezing	Supply	Production	Million pounds	558
2000's	2008	Snap beans	Freezing	Supply	Imports	Million pounds	117.3
2000's	2008	Snap beans	Freezing	Supply	Beginning Stocks	Million pounds	239.7
2000's	2008	Snap beans	Freezing	Supply	Total Supply	Million pounds	915.1
2000's	2008	Snap beans	Freezing	Availability	Exports	Million pounds	16.9
2000's	2008	Snap beans	Freezing	Availability	Ending Stocks	Million pounds	267.8
2000's	2008	Snap beans	Freezing	Availability	Domestic Availability	Million pounds	630.4
2000's	2008	Snap beans	Freezing	Availability	Per Capita Availability	Pounds	2.07
2000's	2008	Snap beans	Freezing	Season Average Price	Current Dollars	$/ton	258
2000's	2008	Snap beans	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	273.64
2000's	2008	Snap beans	Fresh	Supply	Production	Million pounds	582.4
2000's	2008	Snap beans	Fresh	Supply	Imports	Million pounds	79
2000's	2008	Snap beans	Fresh	Supply	Total Supply	Million pounds	661.4
2000's	2008	Snap beans	Fresh	Availability	Exports	Million pounds	58.3
2000's	2008	Snap beans	Fresh	Availability	Domestic Availability	Million pounds	603.1
2000's	2008	Snap beans	Fresh	Availability	Per Capita Availability	Pounds	1.98
2000's	2008	Snap beans	Fresh	Season Average Price	Current Dollars	$/cwt	52.8
2000's	2008	Snap beans	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	56
2000's	2008	Spinach	Canning	Supply	Production	Million pounds	27
2000's	2008	Spinach	Canning	Supply	Total Supply	Million pounds	27
2000's	2008	Spinach	Canning	Availability	Domestic Availability	Million pounds	27
2000's	2008	Spinach	Canning	Availability	Per Capita Availability	Pounds	0.09
2000's	2008	Spinach	Canning	Season Average Price	Current Dollars	$/ton	60
2000's	2008	Spinach	Canning	Season Average Price	Constant 2012 Dollars	$/ton	63.64
2000's	2008	Spinach	Freezing	Supply	Production	Million pounds	180.1
2000's	2008	Spinach	Freezing	Supply	Imports	Million pounds	59.7
2000's	2008	Spinach	Freezing	Supply	Beginning Stocks	Million pounds	67.9
2000's	2008	Spinach	Freezing	Supply	Total Supply	Million pounds	307.6
2000's	2008	Spinach	Freezing	Availability	Exports	Million pounds	14.6
2000's	2008	Spinach	Freezing	Availability	Ending Stocks	Million pounds	60.8
2000's	2008	Spinach	Freezing	Availability	Domestic Availability	Million pounds	232.3
2000's	2008	Spinach	Freezing	Availability	Per Capita Availability	Pounds	0.76
2000's	2008	Spinach	Freezing	Season Average Price	Current Dollars	$/ton	134
2000's	2008	Spinach	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	142.12
2000's	2008	Spinach	Fresh	Supply	Production	Million pounds	551.9
2000's	2008	Spinach	Fresh	Supply	Imports	Million pounds	14.9
2000's	2008	Spinach	Fresh	Supply	Total Supply	Million pounds	566.8
2000's	2008	Spinach	Fresh	Availability	Exports	Million pounds	46.3
2000's	2008	Spinach	Fresh	Availability	Domestic Availability	Million pounds	520.5
2000's	2008	Spinach	Fresh	Availability	Per Capita Availability	Pounds	1.71
2000's	2008	Spinach	Fresh	Season Average Price	Current Dollars	$/cwt	34
2000's	2008	Spinach	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	36.06
2000's	2008	Squash	All uses	Supply	Production	Million pounds	668.7
2000's	2008	Squash	All uses	Supply	Imports	Million pounds	607.8
2000's	2008	Squash	All uses	Supply	Total Supply	Million pounds	1276.5
2000's	2008	Squash	All uses	Availability	Exports	Million pounds	12.9
2000's	2008	Squash	All uses	Availability	Domestic Availability	Million pounds	1263.6
2000's	2008	Squash	All uses	Availability	Per Capita Availability	Pounds	4.15
2000's	2008	Squash	All uses	Season Average Price	Current Dollars	$/cwt	30.5
2000's	2008	Squash	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	32.35
2000's	2008	Sweet Corn	Canning	Supply	Production	Million pounds	2711.5
2000's	2008	Sweet Corn	Canning	Supply	Imports	Million pounds	94.1
2000's	2008	Sweet Corn	Canning	Supply	Beginning Stocks	Million pounds	1020.4
2000's	2008	Sweet Corn	Canning	Supply	Total Supply	Million pounds	3826
2000's	2008	Sweet Corn	Canning	Availability	Exports	Million pounds	686.7
2000's	2008	Sweet Corn	Canning	Availability	Ending Stocks	Million pounds	1084.6
2000's	2008	Sweet Corn	Canning	Availability	Domestic Availability	Million pounds	2054.6
2000's	2008	Sweet Corn	Canning	Availability	Per Capita Availability	Pounds	6.74
2000's	2008	Sweet Corn	Canning	Season Average Price	Current Dollars	$/ton	116
2000's	2008	Sweet Corn	Canning	Season Average Price	Constant 2012 Dollars	$/ton	123.03
2000's	2008	Sweet Corn	Freezing	Supply	Production	Million pounds	2953.4
2000's	2008	Sweet Corn	Freezing	Supply	Imports	Million pounds	146.4
2000's	2008	Sweet Corn	Freezing	Supply	Beginning Stocks	Million pounds	2154.1
2000's	2008	Sweet Corn	Freezing	Supply	Total Supply	Million pounds	5254
2000's	2008	Sweet Corn	Freezing	Availability	Exports	Million pounds	477.2
2000's	2008	Sweet Corn	Freezing	Availability	Ending Stocks	Million pounds	1958.8
2000's	2008	Sweet Corn	Freezing	Availability	Domestic Availability	Million pounds	2818
2000's	2008	Sweet Corn	Freezing	Availability	Per Capita Availability	Pounds	9.25
2000's	2008	Sweet Corn	Freezing	Season Average Price	Current Dollars	$/ton	124
2000's	2008	Sweet Corn	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	131.52
2000's	2008	Sweet Corn	Fresh	Supply	Production	Million pounds	2889.9
2000's	2008	Sweet Corn	Fresh	Supply	Imports	Million pounds	77.4
2000's	2008	Sweet Corn	Fresh	Supply	Total Supply	Million pounds	2967.3
2000's	2008	Sweet Corn	Fresh	Availability	Exports	Million pounds	180.7
2000's	2008	Sweet Corn	Fresh	Availability	Domestic Availability	Million pounds	2786.6
2000's	2008	Sweet Corn	Fresh	Availability	Per Capita Availability	Pounds	9.14
2000's	2008	Sweet Corn	Fresh	Season Average Price	Current Dollars	$/cwt	25.9
2000's	2008	Sweet Corn	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	27.47
2000's	2008	Sweet Potatoes	All uses	Supply	Production	Million pounds	1844.3
2000's	2008	Sweet Potatoes	All uses	Supply	Imports	Million pounds	17
2000's	2008	Sweet Potatoes	All uses	Supply	Total Supply	Million pounds	1861.3
2000's	2008	Sweet Potatoes	All uses	Availability	Exports	Million pounds	120.8
2000's	2008	Sweet Potatoes	All uses	Availability	Seed Use	Million pounds	103.3
2000's	2008	Sweet Potatoes	All uses	Availability	"Feed use, Shrink and Loss"	Million pounds	92.2
2000's	2008	Sweet Potatoes	All uses	Availability	Domestic Availability	Million pounds	1545
2000's	2008	Sweet Potatoes	All uses	Availability	Per Capita Availability	Pounds	5.07
2000's	2008	Sweet Potatoes	All uses	Season Average Price	Current Dollars	$/cwt	21.2
2000's	2008	Sweet Potatoes	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	22.49
2000's	2008	Tomatoes	Fresh	Supply	Production	Million pounds	3554.6
2000's	2008	Tomatoes	Fresh	Supply	Imports	Million pounds	2460.6
2000's	2008	Tomatoes	Fresh	Supply	Total Supply	Million pounds	6015.2
2000's	2008	Tomatoes	Fresh	Availability	Exports	Million pounds	372.3
2000's	2008	Tomatoes	Fresh	Availability	Domestic Availability	Million pounds	5642.9
2000's	2008	Tomatoes	Fresh	Availability	Per Capita Availability	Pounds	18.51
2000's	2008	Tomatoes	Fresh	Season Average Price	Current Dollars	$/cwt	45.3
2000's	2008	Tomatoes	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	48.05
2000's	2008	Tomatoes	Processing	Supply	Production	Million pounds	24611.6
2000's	2008	Tomatoes	Processing	Supply	Imports	Million pounds	1338.2
2000's	2008	Tomatoes	Processing	Supply	Beginning Stocks	Million pounds	18050
2000's	2008	Tomatoes	Processing	Supply	Total Supply	Million pounds	43999.8
2000's	2008	Tomatoes	Processing	Availability	Exports	Million pounds	5460.7
2000's	2008	Tomatoes	Processing	Availability	Ending Stocks	Million pounds	18084
2000's	2008	Tomatoes	Processing	Availability	Domestic Availability	Million pounds	20455.1
2000's	2008	Tomatoes	Processing	Availability	Per Capita Availability	Pounds	67.11
2000's	2008	Tomatoes	Processing	Season Average Price	Current Dollars	$/ton	79.8
2000's	2008	Tomatoes	Processing	Season Average Price	Constant 2012 Dollars	$/ton	84.64
2000's	2008	Total vegetables	Canning	Supply	Production	Million pounds	31000.4
2000's	2008	Total vegetables	Canning	Supply	Imports	Million pounds	3947.5
2000's	2008	Total vegetables	Canning	Supply	Beginning Stocks	Million pounds	20422
2000's	2008	Total vegetables	Canning	Supply	Total Supply	Million pounds	55369.9
2000's	2008	Total vegetables	Canning	Availability	Exports	Million pounds	6442.5
2000's	2008	Total vegetables	Canning	Availability	Ending Stocks	Million pounds	20662.5
2000's	2008	Total vegetables	Canning	Availability	Domestic Availability	Million pounds	28264.9
2000's	2008	Total vegetables	Canning	Availability	Per Capita Availability	Pounds	92.73
2000's	2008	Total vegetables	Canning	Trade Shares	Availability Imported	Percent	14
2000's	2008	Total vegetables	Canning	Trade Shares	Supply Exported	Percent	11.6
2000's	2008	Total vegetables	Canning	Total	U.S. Population on July 1	Millions	305
2000's	2008	Total vegetables	Freezing	Supply	Production	Million pounds	5362.4
2000's	2008	Total vegetables	Freezing	Supply	Imports	Million pounds	2294.8
2000's	2008	Total vegetables	Freezing	Supply	Beginning Stocks	Million pounds	4191.3
2000's	2008	Total vegetables	Freezing	Supply	Total Supply	Million pounds	11848.4
2000's	2008	Total vegetables	Freezing	Availability	Exports	Million pounds	981.4
2000's	2008	Total vegetables	Freezing	Availability	Ending Stocks	Million pounds	4191.9
2000's	2008	Total vegetables	Freezing	Availability	Domestic Availability	Million pounds	6675.1
2000's	2008	Total vegetables	Freezing	Availability	Per Capita Availability	Pounds	21.9
2000's	2008	Total vegetables	Freezing	Trade Shares	Availability Imported	Percent	34.4
2000's	2008	Total vegetables	Freezing	Trade Shares	Supply Exported	Percent	8.3
2000's	2008	Total vegetables	Freezing	Total	U.S. Population on July 1	Millions	305
2000's	2008	Total vegetables	Fresh	Supply	Production	Million pounds	38820.4
2000's	2008	Total vegetables	Fresh	Supply	Imports	Million pounds	9011.5
2000's	2008	Total vegetables	Fresh	Supply	Beginning Stocks	Million pounds	1472
2000's	2008	Total vegetables	Fresh	Supply	Total Supply	Million pounds	49303.8
2000's	2008	Total vegetables	Fresh	Availability	Exports	Million pounds	3481.5
2000's	2008	Total vegetables	Fresh	Availability	Ending Stocks	Million pounds	1474.6
2000's	2008	Total vegetables	Fresh	Availability	Shrink and Loss	Million pounds	745.2
2000's	2008	Total vegetables	Fresh	Availability	Domestic Availability	Million pounds	43602.5
2000's	2008	Total vegetables	Fresh	Availability	Per Capita Availability	Pounds	143.05
2000's	2008	Total vegetables	Fresh	Trade Shares	Availability Imported	Percent	20.7
2000's	2008	Total vegetables	Fresh	Trade Shares	Supply Exported	Percent	7.1
2000's	2008	Total vegetables	Fresh	Total	U.S. Population on July 1	Millions	305
2000's	2008	Turnip Greens	All uses	Supply	Production	Million pounds	108.7
2000's	2008	Turnip Greens	All uses	Supply	Imports	Million pounds	4
2000's	2008	Turnip Greens	All uses	Supply	Total Supply	Million pounds	112.7
2000's	2008	Turnip Greens	All uses	Availability	Domestic Availability	Million pounds	112.7
2000's	2008	Turnip Greens	All uses	Availability	Per Capita Availability	Pounds	0.37
2000's	2008	Turnip Greens	All uses	Season Average Price	Current Dollars	$/cwt	57.61
2000's	2008	Turnip Greens	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	61.1
2000's	2009	Artichokes	All uses	Supply	Production	Million pounds	107.5
2000's	2009	Artichokes	All uses	Supply	Imports	Million pounds	363.3
2000's	2009	Artichokes	All uses	Supply	Total Supply	Million pounds	470.8
2000's	2009	Artichokes	All uses	Availability	Exports	Million pounds	4.1
2000's	2009	Artichokes	All uses	Availability	Domestic Availability	Million pounds	466.8
2000's	2009	Artichokes	All uses	Availability	Per Capita Availability	Pounds	1.52
2000's	2009	Artichokes	All uses	Season Average Price	Current Dollars	$/cwt	56.2
2000's	2009	Artichokes	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	59.16
2000's	2009	Asparagus	Canning	Supply	Production	Million pounds	10.2
2000's	2009	Asparagus	Canning	Supply	Imports	Million pounds	38.3
2000's	2009	Asparagus	Canning	Supply	Beginning Stocks	Million pounds	3.7
2000's	2009	Asparagus	Canning	Supply	Total Supply	Million pounds	52.3
2000's	2009	Asparagus	Canning	Availability	Exports	Million pounds	0.7
2000's	2009	Asparagus	Canning	Availability	Ending Stocks	Million pounds	2.7
2000's	2009	Asparagus	Canning	Availability	Domestic Availability	Million pounds	48.9
2000's	2009	Asparagus	Canning	Availability	Per Capita Availability	Pounds	0.16
2000's	2009	Asparagus	Canning	Season Average Price	Current Dollars	$/ton	1360
2000's	2009	Asparagus	Canning	Season Average Price	Constant 2012 Dollars	$/ton	1431.52
2000's	2009	Asparagus	Freezing	Supply	Production	Million pounds	9.4
2000's	2009	Asparagus	Freezing	Supply	Imports	Million pounds	16.6
2000's	2009	Asparagus	Freezing	Supply	Beginning Stocks	Million pounds	14.1
2000's	2009	Asparagus	Freezing	Supply	Total Supply	Million pounds	40.2
2000's	2009	Asparagus	Freezing	Availability	Exports	Million pounds	1.4
2000's	2009	Asparagus	Freezing	Availability	Ending Stocks	Million pounds	17.4
2000's	2009	Asparagus	Freezing	Availability	Domestic Availability	Million pounds	21.3
2000's	2009	Asparagus	Freezing	Availability	Per Capita Availability	Pounds	0.07
2000's	2009	Asparagus	Freezing	Season Average Price	Current Dollars	$/ton	1300
2000's	2009	Asparagus	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	1368.36
2000's	2009	Asparagus	Fresh	Supply	Production	Million pounds	70.3
2000's	2009	Asparagus	Fresh	Supply	Imports	Million pounds	344
2000's	2009	Asparagus	Fresh	Supply	Total Supply	Million pounds	414.3
2000's	2009	Asparagus	Fresh	Availability	Exports	Million pounds	16.4
2000's	2009	Asparagus	Fresh	Availability	Domestic Availability	Million pounds	397.9
2000's	2009	Asparagus	Fresh	Availability	Per Capita Availability	Pounds	1.29
2000's	2009	Asparagus	Fresh	Season Average Price	Current Dollars	$/cwt	108
2000's	2009	Asparagus	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	113.68
2000's	2009	Black Beans	Dry	Supply	Production	Million pounds	301
2000's	2009	Black Beans	Dry	Supply	Imports	Million pounds	34.4
2000's	2009	Black Beans	Dry	Supply	Beginning Stocks	Million pounds	191.8
2000's	2009	Black Beans	Dry	Supply	Total Supply	Million pounds	527.2
2000's	2009	Black Beans	Dry	Availability	Exports	Million pounds	266.2
2000's	2009	Black Beans	Dry	Availability	Ending Stocks	Million pounds	78.3
2000's	2009	Black Beans	Dry	Availability	Seed Use	Million pounds	16.2
2000's	2009	Black Beans	Dry	Availability	Domestic Availability	Million pounds	166.6
2000's	2009	Black Beans	Dry	Availability	Per Capita Availability	Pounds	0.54
2000's	2009	Black Beans	Dry	Season Average Price	Current Dollars	$/cwt	46.04
2000's	2009	Black Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	48.46
2000's	2009	Blackeye Beans	Dry	Supply	Production	Million pounds	77.1
2000's	2009	Blackeye Beans	Dry	Supply	Imports	Million pounds	13.9
2000's	2009	Blackeye Beans	Dry	Supply	Beginning Stocks	Million pounds	6.6
2000's	2009	Blackeye Beans	Dry	Supply	Total Supply	Million pounds	97.6
2000's	2009	Blackeye Beans	Dry	Availability	Exports	Million pounds	1.8
2000's	2009	Blackeye Beans	Dry	Availability	Ending Stocks	Million pounds	21
2000's	2009	Blackeye Beans	Dry	Availability	Seed Use	Million pounds	2
2000's	2009	Blackeye Beans	Dry	Availability	Domestic Availability	Million pounds	72.8
2000's	2009	Blackeye Beans	Dry	Availability	Per Capita Availability	Pounds	0.24
2000's	2009	Blackeye Beans	Dry	Season Average Price	Current Dollars	$/cwt	45.12
2000's	2009	Blackeye Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	47.49
2000's	2009	Broccoli	Fresh	Supply	Production	Million pounds	1941
2000's	2009	Broccoli	Fresh	Supply	Imports	Million pounds	228.6
2000's	2009	Broccoli	Fresh	Supply	Total Supply	Million pounds	2169.6
2000's	2009	Broccoli	Fresh	Availability	Exports	Million pounds	261.2
2000's	2009	Broccoli	Fresh	Availability	Domestic Availability	Million pounds	1908.4
2000's	2009	Broccoli	Fresh	Availability	Per Capita Availability	Pounds	6.21
2000's	2009	Broccoli	Fresh	Season Average Price	Current Dollars	$/cwt	37.8
2000's	2009	Broccoli	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	39.79
2000's	2009	Broccoli	Processing	Supply	Production	Million pounds	48
2000's	2009	Broccoli	Processing	Supply	Imports	Million pounds	705.9
2000's	2009	Broccoli	Processing	Supply	Beginning Stocks	Million pounds	109.3
2000's	2009	Broccoli	Processing	Supply	Total Supply	Million pounds	863.2
2000's	2009	Broccoli	Processing	Availability	Ending Stocks	Million pounds	94.4
2000's	2009	Broccoli	Processing	Availability	Domestic Availability	Million pounds	768.8
2000's	2009	Broccoli	Processing	Availability	Per Capita Availability	Pounds	2.5
2000's	2009	Broccoli	Processing	Season Average Price	Current Dollars	$/ton	875
2000's	2009	Broccoli	Processing	Season Average Price	Constant 2012 Dollars	$/ton	921.01
2000's	2009	Brussels Sprouts	All uses	Supply	Production	Million pounds	38.5
2000's	2009	Brussels Sprouts	All uses	Supply	Imports	Million pounds	54.7
2000's	2009	Brussels Sprouts	All uses	Supply	Beginning Stocks	Million pounds	28
2000's	2009	Brussels Sprouts	All uses	Supply	Total Supply	Million pounds	121.3
2000's	2009	Brussels Sprouts	All uses	Availability	Exports	Million pounds	7.2
2000's	2009	Brussels Sprouts	All uses	Availability	Ending Stocks	Million pounds	27.6
2000's	2009	Brussels Sprouts	All uses	Availability	Domestic Availability	Million pounds	86.4
2000's	2009	Brussels Sprouts	All uses	Availability	Per Capita Availability	Pounds	0.28
2000's	2009	Brussels Sprouts	All uses	Season Average Price	Current Dollars	$/cwt	42.2
2000's	2009	Brussels Sprouts	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	44.41
2000's	2009	Cabbage	Fresh	Supply	Production	Million pounds	2246.7
2000's	2009	Cabbage	Fresh	Supply	Imports	Million pounds	84.4
2000's	2009	Cabbage	Fresh	Supply	Total Supply	Million pounds	2331.1
2000's	2009	Cabbage	Fresh	Availability	Exports	Million pounds	56.8
2000's	2009	Cabbage	Fresh	Availability	Shrink and Loss	Million pounds	44.9
2000's	2009	Cabbage	Fresh	Availability	Domestic Availability	Million pounds	2229.3
2000's	2009	Cabbage	Fresh	Availability	Per Capita Availability	Pounds	7.25
2000's	2009	Cabbage	Fresh	Season Average Price	Current Dollars	$/cwt	15.6
2000's	2009	Cabbage	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	16.42
2000's	2009	Cabbage	Processing	Supply	Production	Million pounds	306.8
2000's	2009	Cabbage	Processing	Supply	Imports	Million pounds	7.8
2000's	2009	Cabbage	Processing	Supply	Beginning Stocks	Million pounds	81
2000's	2009	Cabbage	Processing	Supply	Total Supply	Million pounds	395.7
2000's	2009	Cabbage	Processing	Availability	Exports	Million pounds	19.6
2000's	2009	Cabbage	Processing	Availability	Ending Stocks	Million pounds	84.2
2000's	2009	Cabbage	Processing	Availability	Domestic Availability	Million pounds	291.9
2000's	2009	Cabbage	Processing	Availability	Per Capita Availability	Pounds	0.95
2000's	2009	Cabbage	Processing	Season Average Price	Current Dollars	$/ton	68.45
2000's	2009	Cabbage	Processing	Season Average Price	Constant 2012 Dollars	$/ton	72.05
2000's	2009	Carrots	Canning	Supply	Production	Million pounds	246.8
2000's	2009	Carrots	Canning	Supply	Imports	Million pounds	21.7
2000's	2009	Carrots	Canning	Supply	Beginning Stocks	Million pounds	0
2000's	2009	Carrots	Canning	Supply	Total Supply	Million pounds	268.5
2000's	2009	Carrots	Canning	Availability	Exports	Million pounds	0
2000's	2009	Carrots	Canning	Availability	Ending Stocks	Million pounds	0
2000's	2009	Carrots	Canning	Availability	Domestic Availability	Million pounds	268.5
2000's	2009	Carrots	Canning	Availability	Per Capita Availability	Pounds	0.87
2000's	2009	Carrots	Freezing	Supply	Production	Million pounds	479.1
2000's	2009	Carrots	Freezing	Supply	Imports	Million pounds	14.2
2000's	2009	Carrots	Freezing	Supply	Beginning Stocks	Million pounds	558.5
2000's	2009	Carrots	Freezing	Supply	Total Supply	Million pounds	1051.8
2000's	2009	Carrots	Freezing	Availability	Exports	Million pounds	2.2
2000's	2009	Carrots	Freezing	Availability	Ending Stocks	Million pounds	583.2
2000's	2009	Carrots	Freezing	Availability	Domestic Availability	Million pounds	466.4
2000's	2009	Carrots	Freezing	Availability	Per Capita Availability	Pounds	1.52
2000's	2009	Carrots	Freezing	Season Average Price	Current Dollars	$/ton	93.8
2000's	2009	Carrots	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	98.73
2000's	2009	Carrots	Fresh	Supply	Production	Million pounds	2216.3
2000's	2009	Carrots	Fresh	Supply	Imports	Million pounds	298.5
2000's	2009	Carrots	Fresh	Supply	Total Supply	Million pounds	2514.8
2000's	2009	Carrots	Fresh	Availability	Exports	Million pounds	244
2000's	2009	Carrots	Fresh	Availability	Domestic Availability	Million pounds	2270.8
2000's	2009	Carrots	Fresh	Availability	Per Capita Availability	Pounds	7.39
2000's	2009	Carrots	Fresh	Season Average Price	Current Dollars	$/cwt	25.2
2000's	2009	Carrots	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	26.53
2000's	2009	Cauliflower	Fresh	Supply	Production	Million pounds	700
2000's	2009	Cauliflower	Fresh	Supply	Imports	Million pounds	29
2000's	2009	Cauliflower	Fresh	Supply	Total Supply	Million pounds	729
2000's	2009	Cauliflower	Fresh	Availability	Exports	Million pounds	196.3
2000's	2009	Cauliflower	Fresh	Availability	Domestic Availability	Million pounds	532.8
2000's	2009	Cauliflower	Fresh	Availability	Per Capita Availability	Pounds	1.73
2000's	2009	Cauliflower	Fresh	Season Average Price	Current Dollars	$/cwt	44.3
2000's	2009	Cauliflower	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	46.63
2000's	2009	Cauliflower	Processing	Supply	Production	Million pounds	16.7
2000's	2009	Cauliflower	Processing	Supply	Imports	Million pounds	92.1
2000's	2009	Cauliflower	Processing	Supply	Beginning Stocks	Million pounds	39.4
2000's	2009	Cauliflower	Processing	Supply	Total Supply	Million pounds	148.2
2000's	2009	Cauliflower	Processing	Availability	Ending Stocks	Million pounds	38.7
2000's	2009	Cauliflower	Processing	Availability	Domestic Availability	Million pounds	109.5
2000's	2009	Cauliflower	Processing	Availability	Per Capita Availability	Pounds	0.36
2000's	2009	Cauliflower	Processing	Season Average Price	Current Dollars	$/ton	630
2000's	2009	Cauliflower	Processing	Season Average Price	Constant 2012 Dollars	$/ton	663.13
2000's	2009	Celery	All uses	Supply	Production	Million pounds	2098.4
2000's	2009	Celery	All uses	Supply	Imports	Million pounds	54.4
2000's	2009	Celery	All uses	Supply	Total Supply	Million pounds	2152.7
2000's	2009	Celery	All uses	Availability	Exports	Million pounds	254.6
2000's	2009	Celery	All uses	Availability	Domestic Availability	Million pounds	1898.1
2000's	2009	Celery	All uses	Availability	Per Capita Availability	Pounds	6.17
2000's	2009	Celery	All uses	Season Average Price	Current Dollars	$/cwt	20.1
2000's	2009	Celery	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	21.16
